problem_id,evol_algorithmic_practical_0_10_run_1_cq,evol_algorithmic_practical_2_8_run_1_cq,evol_algorithmic_practical_5_5_run_1_cq,evol_algorithmic_practical_8_2_run_1_cq,evol_algorithmic_practical_10_0_run_1_cq,evol_algorithmic_practical_0_10_run_2_cq,evol_algorithmic_practical_2_8_run_2_cq,evol_algorithmic_practical_5_5_run_2_cq,evol_algorithmic_practical_8_2_run_2_cq,evol_algorithmic_practical_10_0_run_2_cq,evol_algorithmic_practical_0_10_run_3_cq,evol_algorithmic_practical_2_8_run_3_cq,evol_algorithmic_practical_5_5_run_3_cq,evol_algorithmic_practical_8_2_run_3_cq,evol_algorithmic_practical_10_0_run_3_cq
abc383_a,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
abc383_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc383_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc383_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc384_b,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
abc384_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc384_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc384_a,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0
abc384_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc384_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc384_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc385_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc385_a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc385_c,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
abc385_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc385_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc385_b,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
abc386_e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc386_a,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
abc386_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc386_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc386_b,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
abc386_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc184_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
arc184_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc184_e,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
arc185_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc185_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc185_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc185_d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
arc186_a,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
arc186_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc186_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc186_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc186_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc187_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc188_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc188_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc188_d,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
arc188_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc189_a,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
arc189_c,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
arc189_d,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
arc189_b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3610,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0
3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3593,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3629,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
3627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3612,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3631,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3616,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
3639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3644,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3617,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3625,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3591,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3651,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3621,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3632,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0
3613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3686,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
